Model,Status,Additional_Description,Description,Location_ID,Price,Current can sell Qty,Confirmed,Estimated?,Product Origin Code,Weight,CBF,Master Pack,Catalog_Page
2274K-1,DS,TBDS,"(1/3) EK/CK HB, PEARL P/U UPH",HMLG,212.88(Promotional Price),0,,,VJLF,123.2,15.6,1,XB-13
2274K-2,DS,TBDS,"(2/3) EK/CK FTBD, WHT P/U UPH",HMLG,188.06(Promotional Price),0,,,VJLF,70.4,13.8,1,XB-13
2274K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN & SL,HMLG,44.06(Promotional Price),0,,,VJLF,37.4,2.73,1,XB-13
2274K-3EK,DS,TBDS,(3/3) EK RL & SL,HMLG,44.06(Promotional Price),0,,,VJLF,35.2,2.61,1,XB-13
2277-1,IN,TBDS,"(1/2) QN HDBD & FTBD, D.ESP&OAK",HMLG,59.88(Promotional Price),4,,,MCSH,68.2,8.62,1,XB-58
2277-3,DS,,(2/2) QN RL & SL,HMLG,19.12(Promotional Price),0,,,MCSH,29.7,2.21,1,XB-58
2277-4,DS,,NIGHT STAND,HMLG,55.00(Promotional Price),0,,,MCSH,58.3,8.3,1,XB-58
2277-5,DS,,DRESSER,HMLG,165.00(Promotional Price),0,,,MCSH,154,29.4,1,XB-58
2277-6,DS,,MIRROR,HMLG,8.00(Promotional Price),0,,,MCSH,36.3,3.2,1,XB-58
2277-9,DS,,CHEST,HMLG,149.00(Promotional Price),0,,,MCSH,134.2,25.1,1,XB-58
2277K-1,DS,TBDS,"(1/2) EK/CK HDBD & FTBD,ESP&OAK",HMLG,229.88(Unit Price),2,,,MCSH,75.9,10.6,1,XB-58
2277K-3CK,DS,,(2/2) CK RL W/TOP CROWN & SL,HMLG,49.12(Unit Price),0,,,MCSH,31.9,2.86,1,XB-58
2277K-3EK,DS,,(2/2) EK RL & SL,HMLG,49.12(Unit Price),0,,,MCSH,30.8,2.51,1,XB-58
2278-1,DS,,"(1/3) QUEEN HDBD, LINEN, CHRY",HMLG,34.88(Promotional Price),0,,,MCIF,39.6,3.94,1,XXB-40
2278-2,DS,,(2/3) QUEEN FTBD & SL,HMLG,20.06(Promotional Price),0,,,MCIF,26.4,1.5,1,XXB-40
2278-3,DS,,(3/3) QUEEN RL,HMLG,24.06(Promotional Price),0,,,MCIF,33,1.61,1,XXB-40
2278-4,DS,,NIGHT STAND,HMLG,99.00(Unit Price),0,,,MCIF,64.9,9.1,1,XXB-40
2278-5,DS,,DRESSER,HMLG,199.00(Unit Price),0,,,MCIF,159.5,26.4,1,XXB-40
2278-6,DS,,MIRROR,HMLG,5.00(Promotional Price),0,,,MCIF,27.5,2.44,1,XXB-40
2278-9,DS,,CHEST,HMLG,199.00(Unit Price),0,,,MCIF,144.1,25,1,XXB-40
2278F-1,DS,TBDS,"(1/3) FULL HDBD, LINEN, CHERRY",HMLG,22.88(Promotional Price),2,,,MCIF,36.3,3.6,1,XXB-40
2278F-2,DS,,(2/3) FULL FTBD & SL,HMLG,14.06(Promotional Price),0,,,MCIF,24.2,1.38,1,XXB-40
2278F-3,DS,TBDS,(3/3) FULL RL,HMLG,18.06(Promotional Price),6,,,MCIF,30.8,1.51,1,XXB-40
2278K-1CK,DS,,"(1/3) CK HDBD, LINEN, CHERRY",HMLG,109.88(Unit Price),0,,,MCIF,46.2,4.6,1,XXB-40
2278K-1EK,DS,,"(1/3) EK HDBD, LINEN, CHERRY",HMLG,109.88(Unit Price),0,,,MCIF,48.4,4.82,1,XXB-40
2278K-2CK,DS,,(2/3) CK FTBD & SL,HMLG,45.06(Unit Price),0,,,MCIF,33,1.91,1,XXB-40
2278K-2EK,DS,,(2/3) EK FTBD & SL,HMLG,45.06(Unit Price),0,,,MCIF,35.2,2.01,1,XXB-40
2278K-3CK,DS,,(3/3) CK RL,HMLG,64.06(Unit Price),0,,,MCIF,35.2,1.7,1,XXB-40
2278K-3EK,DS,,(3/3) EK RL,HMLG,64.06(Unit Price),0,,,MCIF,33,1.61,1,XXB-40
2294-1,DS,,"(1/3)QN PLTFRM HB, P/U INSERT",HMLG,94.88(Unit Price),1,,,VPJH,60.5,5.98,1,XXB-64
2294-11,DS,,"TV CHEST, P/U INSERT",HMLG,186.00(Unit Price),0,,,VPJH,94.6,18.9,1,XXB-64
2294-2,DS,,(2/3) QN PLTFRM FB W/2 STRG DRW,HMLG,124.06(Unit Price),1,,,VPJH,47.3,15.3,1,XXB-64
2294-3,DS,,(3/3) QN RL & SL,HMLG,40.06(Unit Price),0,,,VPJH,68.2,3.35,1,XXB-64
2294-4,DS,,"NIGHT STAND, P/U INSERT",HMLG,106.00(Unit Price),0,,,VPJH,60.5,9.69,1,XXB-64
2294-5,DS,,"DRESSER, P/U INSERT",HMLG,299.00(Unit Price),0,,,VPJH,165,32.8,1,XXB-64
2294-6,DS,,MIRROR,HMLG,65.00(Unit Price),2,,,VPJH,40.7,4.02,1,XXB-64
2294-9,DS,,"CHEST, P/U INSERT",HMLG,206.00(Unit Price),0,,,VPJH,138.6,26.5,1,XXB-64
2294K-1,DS,,"(1/3) EK/CK PLTFRM HB, P/U INST",HMLG,134.88(Unit Price),1,,,VPJH,72.6,7.4,1,XXB-64
2294K-2,DS,,(2/3) EK/CK PLTFRM FB W/2 STRG,HMLG,159.06(Unit Price),0,,,VPJH,53.9,18.9,1,XXB-64
2294K-3CK,DS,,(3/3) CK RL W/TOP CROWN & SL,HMLG,45.06(Unit Price),0,,,VPJH,81.4,3.94,1,XXB-64
2294K-3EK,DS,,(3/3) EK RL & SL,HMLG,45.06(Unit Price),0,,,VPJH,74.8,3.35,1,XXB-64
2295-1,DS,TBDS,"(1/2) QN P/U HB & FB & SL, CHRY",HMLG,82.88(Promotional Price),0,,,MCLH,66,6.47,1,XXB-90
2295-11,DS,,TV CHEST,HMLG,174.00(Unit Price),0,,,MCLH,88,17.2,1,XXB-90
2295-3,DS,TBDS,(2/2) QN RAILS,HMLG,12.12(Promotional Price),6,,,MCLH,15.4,0.85,1,XXB-90
2295-4,DS,,NIGHT STAND,HMLG,69.00(Promotional Price),0,,,MCLH,55,8.06,1,XXB-90
2295-5,DS,,DRESSER,HMLG,165.00(Promotional Price),0,,,MCLH,147.4,26.6,1,XXB-90
2295-6,DS,,MIRROR,HMLG,5.00(Promotional Price),0,,,MCLH,35.2,2.52,1,XXB-90
2295-9,DS,,CHEST,HMLG,119.00(Promotional Price),0,,,MCLH,96.8,17.6,1,XXB-90
2295K-1,DS,,"(1/2) EK/CK P/U HB&FB & SL,CHR",HMLG,189.88(Unit Price),0,,,MCLH,83.6,7.47,1,XXB-90
2295K-3CK,DS,,(2/2) CK RL W/TOP CROWN,HMLG,35.12(Unit Price),0,,,MCLH,30.8,1.34,1,XXB-90
2295K-3EK,DS,,(2/2) EK RAILS,HMLG,35.12(Unit Price),1,,,MCLH,15.4,0.85,1,XXB-90
2297-1,DS,TBDS,"(1/3) QN PLFM HB, AGED OAK",HMLG,67.88(Promotional Price),0,,,MCHC,58.36,6.1,1,XB-49
2297-2,DS,TBDS,(2/3) QN STRG FB & SL,HMLG,92.06(Promotional Price),4,,,MCHC,84.06,14,1,XB-49
2297-3,DS,,(3/3) EK/QN RL,HMLG,39.06(Promotional Price),0,,,MCHC,49.89,4.03,1,XB-49
2297-4,DS,,"NIGHT STAND, AGED OAK",HMLG,79.00(Promotional Price),0,,,MCHC,63.44,9.42,1,XB-49
2297-5,DS,,DRESSER,HMLG,205.00(Promotional Price),0,,,MCHC,155.87,29.1,1,XB-49
2297-6,DS,,"MIRROR, BEVEL",HMLG,5.00(Promotional Price),0,,,MCHC,30.58,2.74,1,XB-49
2297-9,DS,,CHEST,HMLG,239.00(Unit Price),0,,,MCHC,129.84,23.8,1,XB-49
2297K-1,DS,TBDS,"(1/3) CK/EK PLFM HB, AGED OAK",HMLG,89.88(Promotional Price),0,,,MCHC,69.6,7.5,1,XB-49
2297K-2,DS,TBDS,(2/3) CK/EK STRG FB & SL,HMLG,120.06(Promotional Price),0,,,MCHC,94.73,17.2,1,XB-49
2297K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN,HMLG,39.06(Promotional Price),7,,,MCHC,56.4,4.48,1,XB-49
2297RF-1,DS,,QUEEN HDBD,HMLG,,0,,,MCHC,0,0,1,
2297RF-2,DS,,QUEEN STORAGE FTBD & SL,HMLG,,0,,,MCHC,0,0,1,
2297RF-3,DS,,KING/QUEEN RL,HMLG,,0,,,MCHC,0,0,1,
2297RF-4,DS,,NIGHT STAND,HMLG,,0,,,MCHC,0,0,1,
2297RF-5,DS,,DRESSER,HMLG,,0,,,MCHC,0,0,1,
2297RF-6,DS,,MIRROR,HMLG,,0,,,MCHC,0,0,1,
2297RF-9,DS,,CHEST,HMLG,,0,,,MCHC,0,0,1,
2297RFK-1,DS,,E. KING HDBD,HMLG,,0,,,MCHC,0,0,1,
2297RFK-2,DS,,E. KING STORAGE FTBD & SL,HMLG,,0,,,MCHC,0,0,1,
2298-1,DS,TBDS,"(1/3) QUEEN HDBD, DRIFTWD OAK",HMLG,70.88(Promotional Price),4,,,MCHC,60.85,7.56,1,XB-53
2298-2,DS,,(2/3) QUEEN FTBD,HMLG,63.06(Promotional Price),0,,,MCHC,44.88,6.9,1,XB-53
2298-3,DS,TBDS,(3/3) QUEEN RL & SL,HMLG,35.06(Promotional Price),9,,,MCHC,31.85,1.02,1,XB-53
2298-4,DS,TBDS,NIGHT STAND,HMLG,89.00(Promotional Price),0,,,MCHC,63.36,10.7,1,XB-53
2298-5,DS,TBDS,DRESSER,HMLG,149.00(Promotional Price),0,,,MCHC,138.6,30.8,1,XB-53
2298-6,DS,TBDS,MIRROR,HMLG,5.00(Promotional Price),0,,,MCHC,38.19,5.37,1,XB-53
2298-9,DS,TBDS,CHEST,HMLG,274.00(Unit Price),0,,,MCHC,127.38,25.2,1,XB-53
2298K-1,DS,TBDS,"(1/3) EK/CK HDBD, DRIFTWD OAK",HMLG,90.88(Promotional Price),1,,,MCHC,63.05,9.16,1,XB-53
2298K-2,DS,TBDS,(2/3) EK/CK FTBD,HMLG,88.06(Promotional Price),1,,,MCHC,49.28,8.41,1,XB-53
2298K-3CK,DS,TBDS,(3/3) CK RL W/TOP CROWN & SL,HMLG,60.06(Unit Price),0,,,MCHC,33.55,1.4,1,XB-53
2298K-3EK,DS,,(3/3) EK RL & SL,HMLG,40.06(Promotional Price),0,,,MCHC,34.21,1.17,1,XB-53
2298SL-1,DS,TBDS,"(1/4) QN SL PLFM HB, DRFTED OAK",HMLG,75.88(Promotional Price),3,,,MCHC,69.69,11.6,1,XB-54
2298SL-2,DS,TBDS,(2/4) QN STORAGE FB & SL,HMLG,99.04(Promotional Price),0,,,MCHC,106.61,16.9,1,XB-54
2298SL-3L,IN,TBDS,(3/4) K/QN LSF STORAGE RAIL,HMLG,52.04(Promotional Price),12,,,MCHC,47.6,14.1,1,XB-54
2298SL-3R,IN,TBDS,(4/4) K/QN RSF STORAGE RAIL,HMLG,52.04(Promotional Price),13,,,MCHC,47.6,14.1,1,XB-54
2298SLK-1,IN,TBDS,(1/4) CK/EK SLEIGH PLFM HB,HMLG,89.88(Promotional Price),13,,,MCHC,85.09,14.2,1,XB-54
2298SLK-2CK,IN,TBDS,(2/4) CK STRG FB & RL CAP & SL,HMLG,125.04(Promotional Price),9,,,MCHC,128.92,20.4,1,XB-54
2298SLK-2EK,DS,TBDS,(2/4) EK STORAGE FB & SL,HMLG,105.04(Promotional Price),0,,,MCHC,122.32,20.4,1,XB-54
2299-4,DS,,NIGHT STAND,HMLG,89.00(Promotional Price),0,,,VCMO,63.8,9.66,1,XB-38
2299-5,IN,TBDS,DRESSER,HMLG,199.00(Promotional Price),25,,,VCMO,166.1,31.1,1,XB-38
2299-6,IN,TBDS,MIRROR,HMLG,42.00(Promotional Price),0,,,VCMO,47.3,4.34,1,XB-38
2299-9,DS,,CHEST,HMLG,189.00(Promotional Price),0,,,VCMO,139.7,25.7,1,XB-38
2299KW-1,IN,TBDS,"(1/3) EK/CK HDBD, WHT P/U, BLK",HMLG,109.88(Promotional Price),9,,,VCMO,46.2,11.6,1,XB-38
2299KW-2,IN,TBDS,"(2/3) EK/CK FTBD & SL, BLACK",HMLG,49.06(Promotional Price),12,,,VCMO,42.9,4.73,1,XB-38
2299KW-3CK,IN,TBDS,(3/3) CK RL W/TOP CROWN,HMLG,39.06(Unit Price),17,,,VCMO,28.6,2.19,1,XB-38
2299KW-3EK,IN,TBDS,(3/3) EK RL,HMLG,39.06(Unit Price),1,,,VCMO,28.6,2.01,1,XB-38
2299W-1,IN,TBDS,"(1/3) QN HDBD, WHT P/U, BLACK",HMLG,69.88(Promotional Price),27,,,VCMO,37.4,9.16,1,XB-38
2299W-2,IN,TBDS,"(2/3) QN FTBD & SL, BLACK",HMLG,45.06(Promotional Price),27,,,VCMO,35.2,3.84,1,XB-38
2299W-3,IN,TBDS,(3/3) QN RL,HMLG,34.06(Promotional Price),28,,,VCMO,26.4,2.01,1,XB-38
2299W-5,DS,,DRESSER,HMLG,,0,,,,0,31.1,1,
231,DS,,(1/2) TBL CHRY W/LF[40X60-78]     X,HMLG,,0,,,S,140,12.5,1,
234,DS,,"(1/2) TBL, ANTQ SLVR/GOLD W/OG    X",HMLG,,0,,,1M,54,4.7,1,
235,DS,,"(1/2) TBL, CAST STONE/42RD GL     X",HMLG,,0,,,RM,110,11.9,1,
2415-24,DS,,COUNTER HEIGHT CHAIR,HMLG,25.00(Unit Price),0,,,CPDF,15.95,1.72,2,XXD-198
2415-36,DS,,"(1/2) CNTR HGHT TBL BSE,W/G42RD",HMLG,30.88(Unit Price),0,,,CPDF,18.04,1.87,1,XXD-198
2415-42,DS,,"(1/2) DINING TBL BSE, W/G42RD",HMLG,30.88(Unit Price),0,,,CPDF,16.06,1.91,1,XXD-198
2415S,DS,,SIDE CHAIR,HMLG,25.00(Unit Price),2,,,CPDF,14.96,1.83,2,XXD-198
2423-24,IN,,COUNTER HEIGHT CHAIR,HMLG,36.00(Unit Price),966,4 02/23/2018,"542 04/28/2018
516 05/19/2018",VGYC,20.9,2.42,2,D-122
2423-36,IN,,COUNTER HEIGHT TABLE,HMLG,141.00(Unit Price),221,,"107 04/28/2018
114 05/19/2018",VGYC,137.5,9.42,1,D-122
2425-36,IN,,5PC PACK COUNTER HEIGHT SET,HMLG,209.00(Unit Price),129,172 03/24/2018,,VGTP,138.6,13.9,1,D-178
2427-60,DS,,DINING TABLE,HMLG,105.00(Unit Price),0,,,VGTP,72.6,7.87,1,
2427S,DS,,\SIDE CHAIR,HMLG,31.00(Unit Price),0,,,VGTP,19.8,2.54,2,
2433-60,DS,,DINING TBL,HMLG,47.00(Unit Price),0,,,MCSS,88,6.56,1,
2433-60-3A,DS,,"DINING TABLE, 3A-PACK",HMLG,47.00(Unit Price),0,,,MCSS,88,7.84,1,
2433S,DS,,\SIDE CHAIR (6PC/CTN)  P/U,HMLG,22.00(Unit Price),0,,,MCSS,10.45,1.42,6,
2433S-3A,DS,,"\SIDE CHAIR (6PC/CTN)  P/U, 3A",HMLG,,0,,,MCSS,10.45,1.86,6,
2434-48,IN,,DINING TABLE,HMLG,41.00(Unit Price),236,,,MCCW,55,4.58,1,D-132
2434S,IN,,"SIDE CHAIR, SOLD AS 4PC SET ONLY",HMLG,27.00(Unit Price),817,,,MCCW,13.2,1.79,4,D-132
2435-48,DS,,"DINING TABLE, 36*48",HMLG,,0,,,MCSS,66,5.42,1,
2435-60,DS,,"DINING TABLE, 36*60",HMLG,,0,,,MCSS,88,6.7,1,
2435-S1,DS,,"\SIDE CHAIR, LADDER BACK",HMLG,31.00(Unit Price),0,,,MCSS,18.7,2.43,2,
2435-S2,DS,,"\SIDE CHAIR, SLAT BACK",HMLG,,0,,,MCSS,18.7,2.54,2,
2436-36,DS,,"CNTR HGHT TABLE, 42*42",HMLG,75.00(Unit Price),1,,,MCIS,62.26,6.06,1,
2437-S1,DS,,"\SIDE CHAIR, X BACK",HMLG,15.00(Unit Price),0,,,MCIS,13.42,1.17,2,
2437-S2,DS,,"\SIDE CHAIR, SLATS BACK",HMLG,14.00(Unit Price),0,,,MCIS,13.42,1.17,2,
2438-13,DS,,BENCH,HMLG,82.00(Unit Price),0,,,MCGR,35.2,3.1,1,XD-118
2438-40,DS,,SERVER,HMLG,149.00(Promotional Price),0,,,MCGR,121,23.1,1,XD-118
2438-82,DS,,"DINING TABLE, BUTTERFLY LEAF",HMLG,239.00(Unit Price),0,,,MCGR,159.72,15.1,1,XD-118
2438S,DS,,SIDE CHAIR,HMLG,40.00(Unit Price),0,,,MCGR,19.25,2.25,2,XD-118
2446,DS,,"(2) BLACK TMPRED GLS TBL, 10MM",HMLG,,0,,,CPXX,0,2.54,1,
2447,IN,,"(1/2) TBL BASE, CHROME",HMLG,59.88(Unit Price),34,,,CPHA,31.9,1.05,1,XD-186
2447T,IN,,"(2/2) TBL TOP, WHITE FIN.",HMLG,63.12(Unit Price),35,,,CPHA,39.6,3.43,1,XD-186
2447WS,IN,,"SIDE CHAIR, SOLD AS 4PC SET ONLY",HMLG,33.00(Unit Price),137,,,CPHA,15.4,2.08,4,XD-186
2448,DS,,"(1/2) TBL BASE, CHROME, W/2448G",HMLG,55.88(Promotional Price),0,,,CPHA,31.9,0.85,1,XXD-206
2448BKS,DS,,"\(1/2) SIDE CHAIR FRAME, 4PC/CTN",HMLG,22.88(Unit Price),0,,,CPHA,12.98,2.17,4,XXD-206
2448BKS-C,DS,,"\(2/2) SIDE CHAIR CUSHN, 4PC/CTN",HMLG,24.12(Unit Price),0,,,CPHA,10.8,1.67,4,XXD-206
2448FAS-2P,DS,,"SIDE CHAIR, FABRIC",HMLG,34.00(Promotional Price),0,,,CPXX,23.1,4.09,2,XXD-206
2448G,DS,,"(2/2) 55*31*15MM GLS TOP,TEMPRD",HMLG,63.12(Promotional Price),1,,,CPHA,94.6,2.4,1,XXD-206
2455DC-24,DS,,"\CNTR HGHT CHAIR, UPHOLSTERED",HMLG,55.00(Unit Price),0,,,MCTW,27.5,2.93,2,
2455DC-36,DS,,"CNTR HGHT TBL, MERSAWA VNR",HMLG,229.00(Unit Price),0,,,MCTW,160.6,10.2,1,
2455DC-40,DS,,"SERVER, DARK ESPRESSO",HMLG,349.00(Unit Price),0,,,MCTW,211.2,19.8,1,
2455DC-78,DS,,"(1/2) TRESTLE TBL, 20IN LF",HMLG,133.88(Promotional Price),0,,,MCTW,118.8,10.4,1,XXD-108
2455DC-78B,DS,,(2/2) DINING TBL BASE,HMLG,79.12(Promotional Price),0,,,MCTW,72.6,6.93,1,XXD-108
2455DCS,DS,TBDS,SIDE CHAIR,HMLG,26.00(Promotional Price),0,,,MCTW,24.2,2.87,2,XXD-108
2456-04,DS,,"END TABLE, MARBLE TOP          T4",HMLG,,0,,,CPYF,78.76,2.78,1,
2456-13,IN,,BENCH,HMLG,46.00(Promotional Price),215,200 04/06/2018,,CPYF,26.4,4.43,1,D-135
2456-24,IN,,COUNTER HEIGHT CHAIR,HMLG,38.00(Unit Price),363,164 04/06/2018,200 06/02/2018,CPYF,18.92,3.15,2,D-136
2456-36,IN,,"COUNTER HEIGHT TABLE, MARBLE TOP",HMLG,213.00(Unit Price),77,,,CPYF,180.4,12.7,1,D-136
2456-40,IN,,SERVER,HMLG,159.00(Promotional Price),0,20 04/06/2018,20 06/02/2018,CPYF,108.68,13.57,1,D-135
2456-64,IN,,"DINING TABLE, MARBLE TOP",HMLG,147.00(Promotional Price),127,120 04/06/2018,100 06/02/2018,CPYF,157.52,10.84,1,D-135
2456-64WM,IN,,"DINING TABLE, WHITE MARBLE TOP",HMLG,153.00(Unit Price),153,60 04/06/2018,,CPYF,156.2,10.84,1,D-137
2456S,IN,,SIDE CHAIR,HMLG,28.00(Promotional Price),1727,416 04/06/2018,150 06/02/2018,CPYF,15.84,2.97,2,D-135
2457,DS,,5PC PACK DINETTE SET,HMLG,209.00(Unit Price),0,,,VCNE,134.2,13,1,XD-169
2457-36,DS,,5PC PACK COUNTER HEIGHT SET,HMLG,209.00(Unit Price),0,,,VCNE,138,12.9,1,XD-169
2458,IN,,5PC PACK DINETTE SET,HMLG,209.00(Unit Price),148,,,VCNE,134.2,13,1,D-183
2458-36,IN,,5PC PACK COUNTER HEIGHT SET,HMLG,209.00(Unit Price),61,,,VCNE,129.8,12.9,1,D-183
2458-36-3A,DS,,"5PC CNTR HGHT SET, 3A PACKAGE",HMLG,,0,,,VCNE,138.6,14.8,1,
2459,IN,,6PC PACK DINETTE SET (TB + 4S + 1 BENCH),HMLG,289.00(Unit Price),187,,,VCNE,169.4,19.9,1,D-185
2466-48,IN,,(1/2) ROUND DINING TABLE TOP,HMLG,113.88(Unit Price),209,90 03/25/2018,,CJJS,88,11.5,1,D-125
2466-48B,IN,,(2/2) PEDESTAL DINING TBL BASE,HMLG,103.12(Unit Price),205,95 03/25/2018,,CJJS,20.9,3.35,1,D-125
2466S,IN,,SIDE CHAIR,HMLG,62.00(Unit Price),224,180 03/25/2018,,CJJS,17.6,5.65,2,D-125
2467-72,DS,,(1/2) DINING TBL BSE W/2467-72G,HMLG,169.88(Unit Price),0,,,CJJS,72.6,17.3,1,XXD-135
2467-72G,DS,,(2/2) 72*40*10MM GLS TOP,HMLG,69.12(Unit Price),12,,,CJJS,109.12,4.24,1,XXD-135
2468-72,DS,,(1/2) DINING TBL BSE W/2468-72G,HMLG,154.88(Unit Price),0,,,CJJS,68.2,15.9,1,XXD-136
2468-72G,DS,,(2/2) 72*42*10MM GLS TOP,HMLG,84.12(Unit Price),7,,,CJJS,113.3,5.37,1,XXD-136
2469,IN,,5PC PACK DINETTE SET,HMLG,195.00(Unit Price),308,,,VGYC,149.6,12.8,1,D-172
2477-13,IN,,BENCH,HMLG,52.00(Unit Price),18,,55 04/21/2018,VGTP,30.8,3.13,1,D-121
2477-40,DS,,SERVER,HMLG,185.00(Unit Price),0,,,VGTP,127.6,15.7,1,XD-143
2477-78,IN,,TABLE,HMLG,165.00(Unit Price),1,,73 04/21/2018,VGTP,136.4,11.5,1,D-121
2477S,IN,,SIDE CHAIR,HMLG,36.00(Unit Price),1,,460 04/21/2018,VGTP,22.55,3.03,2,D-121
2478-66,DS,,"DINING TBL, ESPRESSO, 18in EXT MEZZ",HMLG,,0,,,VGTP,107.8,7.41,1,
2478S,DS,,"\SIDE CHAIR, DRK BRWM P/U      MEZZ",HMLG,,0,,,VGTP,22,3.02,2,
2479-24BRS,IN,TBDS,"24""SH COUNTER HEIGHT STOOL, DARK BROWN P/U",HMLG,59.00(Promotional Price),75,,,MCCW,35.75,5.46,2,XD-143
2479-24CRS,DS,,"24""SH COUNTER HEIGHT STOOL, CREAM P/U",HMLG,79.00(Unit Price),0,,,MCCW,35.75,5.46,2,XD-143
2479-24GRS,IN,TBDS,"24""SH COUNTER HEIGHT STOOL, GREEN P/U",HMLG,59.00(Promotional Price),34,,,MCCW,35.75,5.46,2,XD-143
2479-24RDS,IN,TBDS,"24""SH COUNTER HEIGHT STOOL, RED P/U",HMLG,59.00(Promotional Price),96,,,MCCW,35.75,5.46,2,XD-143
2479-29BRS,IN,TBDS,"29""SH PUB STOOL, DARK BROWN P/U",HMLG,59.00(Promotional Price),69,,,MCCW,35.75,5.46,2,XD-143
2479-29CRS,IN,TBDS,"29""SH PUB STOOL, CREAM P/U",HMLG,59.00(Promotional Price),4,,,MCCW,37.95,5.46,2,XD-143
2479-29GRS,IN,TBDS,"29""SH PUB STOOL, GREEN P/U",HMLG,59.00(Promotional Price),76,,,MCCW,37.95,5.46,2,XD-143
2479-29RDS,IN,TBDS,"29""SH PUB STOOL, RED P/U",HMLG,59.00(Promotional Price),32,,,MCCW,37.95,5.46,2,XD-143
2479-42,IN,TBDS,"(1/2) PUB TBL TOP, CHERRY VNR",HMLG,79.88(Promotional Price),12,,,MCCW,63.8,5.47,1,XD-143
2479-42B,IN,TBDS,(2/2) PUB TBL BASE,HMLG,39.12(Promotional Price),13,,,MCCW,26.4,1.55,1,XD-143
2489-24,DS,,COUNTER HEIGHT CHAIR,HMLG,32.00(Promotional Price),0,,,MCGR,22.55,2.98,2,XD-136
2489-36XL,DS,,"(1/2) CNTR HGHT T. TOP,18IN BTF",HMLG,161.88(Unit Price),0,,,MCGR,140.8,13.5,1,XD-136
2489-36XLB,DS,,(2/2) CNTR HGHT TBL STRG BASE,HMLG,125.12(Unit Price),5,,,MCGR,61.6,4.26,1,XD-136
2489-40,DS,,SERVER,HMLG,149.00(Promotional Price),0,,,MCGR,133.17,25.1,1,XD-136
2499DC-14,DS,,"60"" BENCH",HMLG,55.00(Promotional Price),0,,,MCGR,46.2,4,1,XD-112
2499DC-90,DS,,"(1/2) DINING TBL TOP, SLIDE BTF",HMLG,183.88(Unit Price),0,,,MCGR,148.3,16.7,1,XD-112
2499DC-90B,DS,TBDS,"(2/2) DINING TBL BASE, X, ESP",HMLG,103.12(Unit Price),0,,,MCGR,38.96,3.27,1,XD-112
2499DCS,DS,TBDS,SIDE CHAIR,HMLG,31.00(Promotional Price),0,,,MCGR,18.04,2.46,2,XD-112
250,DS,,"\CHAIR, NATURAL W/LADDER BACK     X",HMLG,,0,,,MM,12,1,4,
2504-40,DS,,SERVER,HMLG,449.00(Unit Price),0,,,VCGV,178.2,27.8,1,
2504-96,DS,,"DINING TBL,END EXTS,ACACIA&MNG",HMLG,299.00(Unit Price),0,,,VCGV,171.6,14.3,1,
2504S,DS,,"\SIDE CHAIR, P/U",HMLG,50.00(Unit Price),0,,,VCGV,24.75,2.87,2,
2505BK-36,IN,,3PC PACK COUNTER HEIGHT SET,HMLG,169.00(Unit Price),268,,,VCNE,115.5,11.3,1,D-169
2506BK-36,DS,,5PC PACK COUNTER HEIGHT SET,HMLG,195.00(Unit Price),0,,,VCHS,114.4,11.6,1,XXD-179
251-01,DS,,"SQ COCKTAIL TABLE, MARBLE TOP",HMLG,329.00(Unit Price),0,,,CSCV,183.7,25.4,1,XT-48
251-04,IN,TBDS,"END TABLE, MARBLE TOP",HMLG,99.00(Promotional Price),10,,,CSCV,132.84,14.6,1,XT-48
251-05,DS,,"SOFA TABLE, MARBLE TOP",HMLG,199.00(Promotional Price),0,,,CSCV,140,17,1,XT-48
2511-A,DS,,"(1/2) RD TBL TOP, COFF PPER MRB",HMLG,,0,,,CGYE,39.6,2.61,1,
2511-B,DS,,"(2/2) TBL BSE & 4 CHAIRS, METAL",HMLG,,0,,,CGYE,55,4.89,1,
2512-A,DS,,"(1/2) RD TBL TOP, CRMY PPER MRB",HMLG,,0,,,CGYE,31.9,2.61,1,
2512-B,DS,,"(2/2) TBL BSE & 4 CHAIRS, METAL",HMLG,,0,,,CGYE,55,4.89,1,
2513,IN,TBDS,6PC PACK DINING SET (TB + 4S + 1 BENCH),HMLG,289.00(Unit Price),131,5 04/06/2018,5 04/11/2018,VCNE,160.6,19.9,1,XD-154
2514BK-36,IN,,5PC PACK COUNTER HEIGHT SET,HMLG,239.00(Unit Price),0,180 04/20/2018,,VCNE,151.8,12.83,1,D-177
2515-13,IN,,BENCH,HMLG,92.00(Unit Price),37,,,VCGT,33.88,2.75,1,D-80
2515-50,IN,,CURIO,HMLG,399.00(Unit Price),14,,,VCGT,201.52,38.9,1,D-80
2515-96,IN,,"DINING TABLE, END LEAVES",HMLG,271.00(Unit Price),13,,66 04/28/2018,VCGT,168.08,16,1,D-80
2515S,IN,,SIDE CHAIR,HMLG,42.00(Unit Price),27,,462 04/28/2018,VCGT,17.82,3,2,D-80
2516-48,IN,,"(1/2) 48IN RD DNNG TBL TOP,GREY",HMLG,113.88(Unit Price),149,100 03/30/2018,,CJJS,64.64,11.1,1,D-14
