Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19264,SRDAS,1916BK-2,"(2/3) QN FB, CROC EMBOS&MIROR",Closed,,HE19194,09/04/2018,Unit Price,,TX,US United States,1,81.00,1,81.00,3.171
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19264,SRDAS,1916BK-3,(3/3) QN RL & SL,Closed,,HE19194,09/04/2018,Unit Price,,TX,US United States,1,27.00,1,27.00,1.172
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19264,SRDAS,1916BK-4,"NIGHT STAND, BLACK",Closed,,HE19194,09/04/2018,Unit Price,,TX,US United States,1,145.00,1,145.00,11.361
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19264,SRDAS,1916BK-5,"DRESSER, BLACK",Closed,,HE19194,09/04/2018,Unit Price,,TX,US United States,1,309.00,1,309.00,32.422
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19264,SRDAS,1916BK-6,"MIRROR, LED LIGHT, BLACK",Closed,,HE19194,09/04/2018,Unit Price,,TX,US United States,1,116.00,1,116.00,3.161
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19384,SRDAS,5877GY-1,"(1/2) QUEEN HDBD, DARK GRAY",Closed,,HE19310,09/06/2018,Promotion Price,,TX,US United States,1,120.00,1,120.00,14.655
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19384,SRDAS,5877GY-3,(2/2) QUEEN FTBD & RL & SL,Closed,,HE19310,09/06/2018,Promotion Price,,TX,US United States,1,89.00,1,89.00,9.017
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19384,SRDAS,5877-2DW,QUEEN STORAGE DRAWER,Closed,,HE19310,09/06/2018,Promotion Price,,TX,US United States,1,70.00,1,70.00,9.528
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19448,SRDAS,8405BJ-3SL,SOFA W/ SLEEPER & MATTRESS,Closed,,HE19359,09/07/2018,Unit Price,,TX,US United States,1,469.00,1,469.00,60.400
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,8219-1,"CHAIR, PU",Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,110.00,1,110.00,18.448
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,8219-2,LOVE SEAT,Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,174.00,1,174.00,26.833
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,8219-3,SOFA,Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,195.00,1,195.00,32.913
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,2147-1,"(1/2) QN HB & FB, L.PHILIP,CHRY",Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,85.00,1,85.00,6.148
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,2147-3,"(2/2) QN RL & SL, BRW CHERRY",Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,24.00,1,24.00,1.070
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,2147-4,NIGHT STAND,Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,50.00,1,50.00,6.809
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,2147-5,DRESSER,Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,115.00,1,115.00,23.318
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,2147-6,MIRROR,Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,25.00,1,25.00,1.911
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19467,SRDAS,2147-9,CHEST,Closed,,HE19398,09/10/2018,Promotion Price,,TX,US United States,1,110.00,1,110.00,18.745
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19631,SRDAS,B2013FFDC-1,(1/3) FL/FL UPPER/LOWER HB&FB,Closed,,HE19571,09/14/2018,Unit Price,,TX,US United States,1,140.00,1,140.00,9.320
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19631,SRDAS,B2013FFDC-2,"(2/3) FL/FL SR/GR/LD, DRK CHRY",Closed,,HE19571,09/14/2018,Unit Price,,TX,US United States,1,116.00,1,116.00,4.609
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19631,SRDAS,B2013FFDC-SL,"(3/3) FULL SLATS, 2 SETS",Closed,,HE19571,09/14/2018,Unit Price,,TX,US United States,1,29.00,1,29.00,2.024
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19648,SRDAS,9808-L,"(1/2) LSF 2-SEATER W/ PULL-OUT BED, TWO TONE 100% POLYESTER",Closed,,HE19572,09/14/2018,Unit Price,,TX,US United States,1,290.00,1,290.00,41.480
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19648,SRDAS,9808-R,"(2/2) RSF CHAISE W/ HIDDEN STORAGE, TWO TONE 100% POLYESTER",Closed,,HE19572,09/14/2018,Unit Price,,TX,US United States,1,249.00,1,249.00,42.280
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19686,SRDAS,9917DB-L,"(1/2) LSF PUSH BACK RECLINING CHAISE, DARK BRW P/U",Closed,,HE19701,09/18/2018,Unit Price,,TX,US United States,1,169.00,1,169.00,22.690
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19686,SRDAS,9917DB-R,(2/2) RSF RCLN 2-SEATER W/CONSOLE,Closed,,HE19701,09/18/2018,Unit Price,,TX,US United States,1,220.00,1,220.00,29.971
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19686,SRDAS,9957CH-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19701,09/18/2018,Unit Price,,TX,US United States,1,149.00,1,149.00,15.710
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19686,SRDAS,9957CH-3,"SOFA, 2 PILLOWS, CHOCOLATE 100% POLYESTER",Closed,,HE19701,09/18/2018,Unit Price,,TX,US United States,1,169.00,1,169.00,19.080
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1907W-1,"(1/3)QN HB,ALL SOLID POPLAR,WHT",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,119.00,1,119.00,7.254
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1907W-2,"(2/3)QN FTBD, WHT",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,90.00,1,90.00,5.880
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1907W-3,"(3/3) QB RAILS & SL, WHT",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,56.00,1,56.00,2.059
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1907W-4,"NIGHT STAND, WHT SOLID",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,118.00,1,118.00,10.707
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1907W-5,"DRESSER, 2 DOORS",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,349.00,1,349.00,33.700
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1907W-6,"MIRROR, BEVEL",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,67.00,1,67.00,5.241
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1714W-1,(1/3) QN HB,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,114.00,1,114.00,10.650
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1714W-2,(2/3) QN STORAGE FB W/SLATS (13 + 8),Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,130.00,1,130.00,17.750
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1714W-3,(3/3) EK/QN RAILS,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,55.00,1,55.00,3.150
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1714W-4,NIGHT STAND W/HIDDEN DRAWER,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,131.00,1,131.00,10.950
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1714W-5,DRESSER W/HIDDEN DRAWER,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,274.00,1,274.00,32.310
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1714W-6,MIRROR,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,55.00,1,55.00,4.530
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1856-1,"(1/2) QN HB & FB, BRW CHRY",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,100.00,1,100.00,8.600
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1856-3,(2/2) QN RL & SL,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,29.00,1,29.00,1.860
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1856-5,"DRESSER, HIDDEN DRWRS",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,169.00,1,169.00,27.900
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1856-6,MIRROR,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,36.00,1,36.00,3.070
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1856-9,"CHEST, HIDDEN DRWR",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,140.00,1,140.00,20.600
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-94,"DNG TBL W/24"" EXTENSION LEAF",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,399.00,1,399.00,25.917
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715S,SIDE CHAIR,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,6,390.00,6,390.00,24.300
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-1,"(1/3) QN HB, PLATFORM",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,157.00,1,157.00,9.697
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-2,"(2/3) QN FB, PLATFORM",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,60.00,1,60.00,4.803
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-3,(3/3) QN RAILS WITH 13PC SLATS,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,112.00,1,112.00,5.848
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-4,NIGHT STAND,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,120.00,1,120.00,9.447
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-5,DRESSER,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,351.00,1,351.00,35.841
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-6,MIRROR,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,79.00,1,79.00,5.347
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1715-9,CHEST,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,329.00,1,329.00,27.577
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1757-1,(1/4) QUEEN HB,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,180.00,1,180.00,12.643
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1757-2,(2/4) QUEEN FB & SLATS& SUPPORT LEGS,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,158.00,1,158.00,14.423
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1757-3,(3/4) QUEEN/ EK RAILS,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,68.00,1,68.00,4.510
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1757-1P,(4/4) CK/EK/QUEEN HEADBOARD POSTS,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,63.00,1,63.00,4.386
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1757-4,"NIGHT STAND, MARBLE TOP",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,252.00,1,252.00,16.421
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1757-5,"DRESSER, MARBLE INSERT",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,420.00,1,420.00,41.894
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1757-6,"MIRROR, BEVEL",Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,118.00,1,118.00,9.175
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1916W-1,(1/3) QUEEN HEADBOARD W/LED LIGHT,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,201.00,1,201.00,7.950
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1916W-2,(2/3) QUEEN FOOTBOARD,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,81.00,1,81.00,3.750
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1916W-3,(3/3) QUEEN SIDE RAILS W/3PCS SLATS& 3PCS SUPPORT LEGS,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,27.00,1,27.00,1.410
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1916W-4,NIGHT STAND,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,145.00,1,145.00,11.220
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1916W-5,DRESSER,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,309.00,1,309.00,32.430
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19739,SRDAS,1916W-6,MIRROR W/BEVEL&LED LIGHT,Closed,,HE19702,09/18/2018,Unit Price,,TX,US United States,1,116.00,1,116.00,3.100
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19833,SRDAS,1757-1,(1/4) QUEEN HB,Closed,,HE19777,09/20/2018,Unit Price,,TX,US United States,1,0.00,1,0.00,12.643
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19931,SRDAS,2456S,SIDE CHAIR,Closed,,HE19883,09/24/2018,Promotion Price,,TX,US United States,6,180.00,6,180.00,17.700
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19768,SRDAS,1856-4,"NIGHT STAND, HIDDEN DRWR",Closed,,HE19990,09/27/2018,Unit Price,,TX,US United States,1,65.00,1,65.00,7.150
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19895,SRDAS,2456-64,"DINING TABLE, MARBLE TOP",Closed,,HE19991,09/27/2018,Unit Price,,TX,US United States,1,185.00,1,185.00,11.018
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19971,SRDAS,5877KGY-1,"(1/2) CK/EK HDBD, DARK GRAY",Closed,,HE19992,09/27/2018,Unit Price,,TX,US United States,1,165.00,1,165.00,16.920
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19971,SRDAS,5877KGY-3EK,(2/2) EK FTBD & RL & SL,Closed,,HE19992,09/27/2018,Unit Price,,TX,US United States,1,115.00,1,115.00,9.783
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,CLAYF,CLAY ROAD FURNITURE,S19971,SRDAS,5877K-2DW,CK/EK STORAGE DRAWER,Closed,,HE19992,09/27/2018,Unit Price,,TX,US United States,1,105.00,1,105.00,11.835
"HOMELEGANCE TX, INC.",CLAYF,CLAY ROAD FURNITURE,Customer-Local;,,TXHOM,"HOMELEGANCE TX, INC.",S19739,SRDAS,1714W-1,(1/3) QN HB,Closed,,HR19779,09/20/2018,Unit Price,,TX,US United States,-1,-22.80,-1,-22.80,-10.650
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,1718KGY-1,(1/3) CK/EK HB,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,190.00,1,190.00,12.946
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,1718KGY-2,(2/3) CK/EK STORAGE FB W/SLATS,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,140.00,1,140.00,24.237
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,1718GY-3,(3/3) EK/QN RAILS,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,49.00,1,49.00,3.249
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,1718GY-4,NIGHT STAND W/HIDDEN DRAWER,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,100.00,1,100.00,9.556
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,1718GY-5,DRESSER W/HIDDEN DRAWER,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,215.00,1,215.00,30.035
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,1718GY-6,MIRROR,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,55.00,1,55.00,3.129
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,1718GY-9,CHEST,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,199.00,1,199.00,24.844
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,2544-64,"DINING TABLE, FAUX MARBLE",Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,99.00,1,99.00,11.018
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,2544S,SIDE CHAIR,Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,4,140.00,4,140.00,11.880
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,2544-13,"49"" BENCH",Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,49.00,1,49.00,4.429
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,8202CH-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,134.00,1,134.00,15.710
"HOMELEGANCE TX, INC.",COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,Customer-Local;,,COMMF,COMFORT MATTRESS FURNITURE - NO BACKORDERS!,S19285,SRDAS,8202CH-3,"SOFA, 2 PILLOWS, CHOCOLATE 100% POLYESTER",Closed,,HE19200,09/04/2018,Promotion Price,,TX,US United States,1,155.00,1,155.00,19.080
"HOMELEGANCE TX, INC.",CROFU,CROWN FURNITURE INC,Customer-Local;,,CROFU,CROWN FURNITURE INC,S18508,SRDAS,1824-1,(1/5) QN HDBD W/RESIN DECORATION,Closed,,HE19184,09/04/2018,Promotion Price,,TX,US United States,1,138.00,1,138.00,14.115
"HOMELEGANCE TX, INC.",CROFU,CROWN FURNITURE INC,Customer-Local;,,CROFU,CROWN FURNITURE INC,S18508,SRDAS,1824-2,(2/5) QN FTBD W/RESIN DECORATION & SL,Closed,,HE19184,09/04/2018,Promotion Price,,TX,US United States,1,109.00,1,109.00,8.857
"HOMELEGANCE TX, INC.",CROFU,CROWN FURNITURE INC,Customer-Local;,,CROFU,CROWN FURNITURE INC,S18508,SRDAS,1824-3,(3/5) EK/QN RAILS WITH MOLDING,Closed,,HE19184,09/04/2018,Promotion Price,,TX,US United States,1,50.00,1,50.00,3.878
"HOMELEGANCE TX, INC.",CROFU,CROWN FURNITURE INC,Customer-Local;,,CROFU,CROWN FURNITURE INC,S18508,SRDAS,1824-1P,(4/5) KING/QN HDBD POSTS,Closed,,HE19184,09/04/2018,Promotion Price,,TX,US United States,1,109.00,1,109.00,6.424
